      No     Day     Mon    Year  Qobs_0009304070  Qsim_0009304070
    6492       9      10    1972        3.2000000        2.2221386
    6493      10      10    1972        3.4000000        2.1897864
    6494      11      10    1972        3.2000000        2.1584334
    6495      12      10    1972        3.2000000        2.1279982
    6496      13      10    1972        3.2000000        2.0984090
    6497      14      10    1972        3.2000000        2.0696028
    6498      15      10    1972        3.2000000        2.0415239
    6499      16      10    1972        3.0200000        2.0141231
    6500      17      10    1972        3.0200000        1.9873567
    6501      18      10    1972        3.0200000        1.9611859
    6502      19      10    1972        2.8400000        1.9355805
    6503      20      10    1972        3.0200000        1.9109014
    6504      21      10    1972        3.0200000        1.8939747
    6505      22      10    1972        3.0200000        2.0199884
    6506      23      10    1972        3.0200000        2.8719978
    6507      24      10    1972        3.0200000        3.2197574
    6508      25      10    1972        2.8400000        2.7387079
    6509      26      10    1972        2.8400000        2.4341032
    6510      27      10    1972        3.0200000        2.5434455
    6511      28      10    1972        3.0200000        2.7177471
    6512      29      10    1972        3.2000000        2.7795407
    6513      30      10    1972        3.0200000        2.7428533
    6514      31      10    1972        3.0200000        2.4469157
    6515       1      11    1972        2.3300000        2.3325679
    6516       2      11    1972        2.3300000        2.2604044
    6517       3      11    1972        2.1700000        2.2013662
    6518       4      11    1972        2.1700000        2.1405297
    6519       5      11    1972        2.1700000        2.0841007
    6520       6      11    1972        2.1700000        2.0365235
    6521       7      11    1972        2.3300000        2.0043873
    6522       8      11    1972        2.3300000        1.9653573
    6523       9      11    1972        2.1700000        1.9243032
    6524      10      11    1972        2.1700000        1.8894959
    6525      11      11    1972        2.3300000        2.0797437
    6526      12      11    1972        2.4900000        2.8372759
    6527      13      11    1972        3.2000000        3.7079301
    6528      14      11    1972        2.4900000        3.8554662
    6529      15      11    1972        2.8400000        3.6786569
    6530      16      11    1972        2.0300000        3.5235276
    6531      17      11    1972        2.6600000        3.6077281
    6532      18      11    1972        2.8400000        4.4906168
    6533      19      11    1972        2.8400000        4.5802692
    6534      20      11    1972        3.4000000        3.8534617
    6535      21      11    1972        9.1600000        4.1365972
    6536      22      11    1972        5.1100000        4.4969448
    6537      23      11    1972        3.8400000        5.1153576
    6538      24      11    1972        3.4000000        5.1695970
    6539      25      11    1972        3.4000000        5.0399880
    6540      26      11    1972        3.2000000        4.5954933
    6541      27      11    1972        3.0200000        4.1728656
    6542      28      11    1972        2.8400000        3.9139574
    6543      29      11    1972        2.8400000        3.6876400
    6544      30      11    1972        2.8400000        3.5007157
    6545       1      12    1972        2.8400000        3.3432566
    6546       2      12    1972        2.8400000        3.2054618
    6547       3      12    1972        2.8400000        3.0684290
    6548       4      12    1972        2.6600000        2.9693019
    6549       5      12    1972        2.6600000        2.9764769
    6550       6      12    1972        2.4900000        2.9225822
    6551       7      12    1972        2.4900000        2.8242198
    6552       8      12    1972        3.0200000        3.1271721
    6553       9      12    1972        2.8400000        3.4173619
    6554      10      12    1972        2.6600000        3.1700840
    6555      11      12    1972        2.6600000        2.9914635
    6556      12      12    1972        2.6600000        2.8776785
